"out[, 1]",Black_1910_est,Black_1910_pval,Black_1920_est,Black_1920_pval,Black_1930_est,Black_1930_pval,White Imm_1910_est,White Imm_1910_pval,White Imm_1920_est,White Imm_1920_pval,White Imm_1930_est,White Imm_1930_pval,White NB_1910_est,White NB_1910_pval,White NB_1920_est,White NB_1920_pval,White NB_1930_est,White NB_1930_pval
(Intercept),19.59244174763944,0.0017413746728093254,22.146441070628256,6.654084239653373e-4,40.11237456659542,3.635163425867082e-15,-0.9397959235739348,0.4031930049231164,-2.5275573013271795,0.06317482307107071,-2.569177168994845,0.01760785702581387,-0.8815595084210774,0.20632344046701717,-1.8759763095792599,0.041090438813077564,0.3632195700592253,0.6180689400661105
woman,0.836503258951356,0.7370537960929082,3.806847447829563,0.15312611405980528,3.248606208903884,0.06570989515883537,-0.2674505658725425,0.6682493505476497,-0.16225119883222597,0.861162801881021,0.6848955898471474,0.3606143914670964,0.08324811542742334,0.8060865244148867,-0.14742746829843667,0.7698136132930093,-0.020746526538991946,0.9565535119809383
married,-2.0448390066008257,0.3175772465621314,-0.6234062481964796,0.7885375329983857,1.004009261863977,0.5506491885402763,-1.7835912101023514,1.3856922702485972e-4,-0.45468722377260895,0.5081153685149303,-0.009861679043197942,0.9859996861227623,-0.5813032368723479,0.018823495137677424,-1.5678966219242338,2.4982013228193425e-5,-1.0410616743566379,3.3796853076131507e-4
age1,-0.04376289622118017,0.4382876410812002,-0.10084882122686754,0.062188442794941366,-0.016211347356155495,0.6771254858858186,-0.007135314365784782,0.35342218963196004,0.029479099234526275,0.005231630551569002,0.053174333362606664,1.6951057587583292e-9,0.019637871278422932,4.049944876505297e-6,0.05407048009746975,1.017820753469875e-18,0.03796801257085871,1.3129419870328088e-14
kids_1_to_2,-0.4222545470439157,0.7183110388936739,-1.5023468032605316,0.18903927245127033,1.3239586744169107,0.13066864793747363,-0.016160121287805248,0.9388732156510783,0.1672830798229604,0.5636346283325591,0.502857609864487,0.024219459939658336,-0.13474144120612178,0.19382115504480596,-0.18007770102180196,0.24056242083976592,-0.12551425318584214,0.29938585782664207
kids_3_up,-0.7636014136867011,0.562195195348152,0.2657022336791832,0.840697118442616,-1.0951974762388494,0.24442558666531553,0.5042222176034473,0.014914155895478029,1.1015628643805115,1.3306423252419417e-4,0.747349965721856,0.0015700041770246146,0.310842353830189,0.008157749792472621,0.6336910550937819,3.186505006860809e-4,0.408254695478192,0.004937840407347166
hh_max_sei1,0.020481494757490795,0.9118278182558142,0.4029367903260841,0.03906191832825348,0.13064138490300967,0.4589856922527483,0.05261951026242065,0.01932139678383763,0.041577737220096375,0.09259272825671674,0.004277881308841511,0.8176267212389876,-0.04436016028753661,0.0010146632539665133,0.018376062839909803,0.2811538352131587,-0.0038431592457336262,0.7710195986089147
ed_pct_black1,-0.5828079641067977,4.347721015190699e-42,-0.625028090192045,4.014569855759301e-48,-0.6373526095085216,1.2993406316411067e-71,-0.5523575609354038,3.1861406491834635e-186,-0.5963195986700747,5.912623861450023e-236,-0.47118057153041926,7.023437787756065e-283,-0.5902397880695577,0,-0.6454210263545078,0,-0.5461376254209889,0
ed_pct_frnbrn1,0.23659131632737374,0.022299298947773445,0.3757731288794901,0.0015113253102922188,-0.08731978010113502,0.4132809125357846,0.06712609536785698,4.715784204320703e-11,0.1031152489779245,1.3863910780780249e-11,0.009652087202431624,0.547428305697822,0.016417697241775216,0.13798220381362672,0.053398583737463035,0.002119136938774683,0.030527886583569062,0.06435722358356433
ed_mean_sei1,0.5706042355263449,0.037678311422487606,1.0367719542868254,0.0012015217677345095,0.3998733732465458,0.06990448814254403,0.2772011844466604,1.9689335328508747e-6,0.3096430667567627,3.492215546437364e-5,0.1007229680282298,0.05260810143576898,0.17991578031434952,1.9083037469583897e-7,0.3616032380233279,1.3380427478435818e-11,0.04686536240531002,0.20717000591974613
hh_max_sei1:ed_pct_black1,0.001842254390975656,0.17566070085407187,-0.00186788989262845,0.20071208175153307,-2.3674987041068875e-4,0.8589602783300503,-0.0016395079252183157,1.4409732416792493e-5,-9.900147280806244e-4,0.009596033952951088,-4.436452578632075e-4,0.1078894589795082,4.7641441848229844e-4,0.06736497171376296,-0.0011694205557516793,2.8113853066573163e-4,0.0011385456060350957,1.2437015205271229e-6
hh_max_sei1:ed_pct_frnbrn1,0.0015129832995322637,0.652288362159102,-0.011141153749131265,0.017364914523833166,4.3866369006070763e-4,0.924266746042377,-6.427204182820511e-4,0.006592911501928628,-5.701374575821257e-4,0.09896626517511412,1.266186587181687e-4,0.717409873821896,9.600472080049879e-4,7.831973793693261e-5,-8.435289385735721e-6,0.98227496379100665,-2.3824024151521594e-4,0.4855681852171184
hh_max_sei1:ed_mean_sei1,-0.012708709953895237,0.16247873799452242,-0.011705409184135152,0.2631510402187563,-0.004915485256664116,0.5401622098477484,-0.002337445196477218,0.0724271397046067,-0.003428359708266072,0.038911750512170606,-5.674982160710928e-4,0.6095663096254266,0.0015467258933615498,0.0289269417294001,-0.0026300855500646265,0.014514707498945404,-6.501559978752644e-4,0.3728747833763876
